login_id,user_id,timestamp,device_id,ip_address,location,os,browser,login_success,login_type,suspicious_flag,user_agent
e82c52c8-7e6e-43c4-a39c-b1f7c7036cad,U1065,17/03/2025 04:36,D4,187.101.167.203,"Mooreport, Saint Helena",iOS,Opera,FALSE,password,1,Mozilla/5.0 (compatible; Unknown/1.0)
75e5869a-949b-4e31-834d-9b92f32e8828,U1032,23/03/2025 18:45,D6,168.182.62.147,"Lake Jessica, Azerbaijan",Linux,Opera,FALSE,OTP,0,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 OPR/85.0.4341.72"
6e22cea7-40d5-4d15-b5b0-828fb357612c,U1093,24/03/2025 05:13,D38,88.157.80.35,"South Joshua, Hungary",Linux,Opera,TRUE,biometric,0,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 OPR/85.0.4341.72"
48cbe65f-57a3-42fc-90b9-e9f8614a3c74,U1044,01/04/2025 13:22,D26,25.132.76.34,"South Ericbury, Turks and Caicos Islands",iOS,Chrome,FALSE,password,0,Mozilla/5.0 (compatible; Unknown/1.0)
f6b05469-487f-4420-8deb-5ba5a9d2e5ee,U1026,19/03/2025 03:47,D9,143.168.47.19,"Lake Michael, Singapore",Windows,Opera,FALSE,biometric,1,Mozilla/5.0 (compatible; Unknown/1.0)
90e52b0a-33b4-4c34-91ec-d43d8857d4e9,U1023,15/03/2025 14:55,D12,166.176.189.168,"Phillipschester, Seychelles",Android,Opera,FALSE,OTP,1,Mozilla/5.0 (compatible; Unknown/1.0)
1ee5a6a2-9b9e-49ca-9471-f86b35e133b5,U1042,24/03/2025 14:27,D17,141.70.173.223,"Brianton, New Zealand",macOS,Chrome,FALSE,OTP,1,Mozilla/5.0 (compatible; Unknown/1.0)
041ce367-90cc-4a59-89b9-5822b6587dc9,U1034,19/03/2025 17:33,D47,25.251.57.142,"Perezmouth, Chad",Windows,Safari,FALSE,password,0,Mozilla/5.0 (compatible; Unknown/1.0)
2de50348-187e-4169-9d7e-0d6e77601da4,U1072,22/03/2025 07:33,D20,78.9.42.9,"Castroberg, Bahamas",macOS,Edge,FALSE,OTP,1,Mozilla/5.0 (compatible; Unknown/1.0)
167a0fa4-30d5-4f6e-bd2c-0a8e5fcf3046,U1093,12/03/2025 02:49,D27,45.14.143.133,"Garyview, Macedonia",Android,Chrome,TRUE,password,0,Mozilla/5.0 (compatible; Unknown/1.0)
4fa9a643-77b4-4aa8-b15a-40d33f61f34a,U1020,26/03/2025 01:45,D8,178.90.88.5,"Nathanielport, Hungary",Android,Firefox,TRUE,OTP,1,Mozilla/5.0 (compatible; Unknown/1.0)
6d41075b-6409-42e4-a52b-5a37e0cc57af,U1051,08/04/2025 22:16,D30,114.160.98.60,"Ramireztown, Libyan Arab Jamahiriya",Android,Safari,FALSE,OTP,1,Mozilla/5.0 (compatible; Unknown/1.0)
64ffc375-0433-4ad1-88c9-422d49b9449e,U1096,27/03/2025 03:42,D29,8.148.105.236,"Lake Wanda, Saint Vincent and the Grenadines",Android,Firefox,TRUE,biometric,1,Mozilla/5.0 (compatible; Unknown/1.0)
5e7520e1-07ba-4aa6-869a-476db42bcff6,U1071,02/04/2025 01:00,D44,49.91.193.74,"Griffithshire, Burkina Faso",macOS,Opera,FALSE,password,1,Mozilla/5.0 (compatible; Unknown/1.0)
9219cd74-edff-4e22-99c5-2da9825363f0,U1007,26/03/2025 13:27,D3,106.103.78.142,"Jasonbury, Georgia",iOS,Firefox,FALSE,OTP,0,Mozilla/5.0 (compatible; Unknown/1.0)
e8a6f5a8-b46f-4b6d-aa9f-8ac1f39bbeea,U1012,28/03/2025 07:57,D33,79.236.36.52,"North Lynn, Ethiopia",Windows,Chrome,TRUE,OTP,0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
3a0cc68d-a0b4-4f83-800c-e86a0887a5ef,U1055,16/03/2025 14:15,D36,126.30.149.242,"Kaylaside, Bangladesh",Linux,Firefox,TRUE,password,0,Mozilla/5.0 (compatible; Unknown/1.0)
97c13021-fcad-4b78-bacd-067c56744305,U1054,03/04/2025 19:59,D9,22.233.176.242,"Laurieberg, Ethiopia",Windows,Edge,FALSE,OTP,0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 Edg/113.0.1774.35"
89770abd-46d9-4f90-baa9-1df54c561ab7,U1041,27/03/2025 07:52,D9,21.39.35.61,"Lisashire, China",iOS,Firefox,FALSE,password,0,Mozilla/5.0 (compatible; Unknown/1.0)
6e307a0c-2b19-4dec-acfd-2fd1a1d06e06,U1048,09/04/2025 20:47,D44,128.66.16.53,"Gallowaychester, Anguilla",Android,Opera,FALSE,password,0,Mozilla/5.0 (compatible; Unknown/1.0)
28d29965-b1f5-48d6-829a-b87d9a0f478f,U1022,19/03/2025 06:56,D35,215.65.127.140,"Samuelland, Israel",macOS,Safari,FALSE,biometric,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Safari/605.1.15"
23ba2d1b-c759-421d-9e94-589648a71f77,U1062,04/04/2025 10:40,D17,90.105.199.249,"West Antoniostad, Kenya",macOS,Chrome,FALSE,password,1,Mozilla/5.0 (compatible; Unknown/1.0)
5be4aa23-240d-4e92-ad3c-c67544eec68c,U1010,22/03/2025 11:52,D45,165.21.115.14,"West Autumn, Azerbaijan",Linux,Firefox,TRUE,OTP,1,Mozilla/5.0 (compatible; Unknown/1.0)
5b0a7309-1a99-494f-8393-b7effe0bdc83,U1088,12/03/2025 03:36,D2,123.24.137.249,"East Randyport, Lebanon",iOS,Firefox,FALSE,password,0,Mozilla/5.0 (compatible; Unknown/1.0)
e8a6f5a8-b46f-4b6d-aa9f-8ac1f39bbeea,U1012,28/03/2025 07:57,D33,79.236.36.52,"North Lynn, Ethiopia",Windows,Chrome,TRUE,OTP,0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
d952da6b-dee5-4141-a6f1-2c34c807982c,U1072,14/03/2025 11:40,D17,116.200.231.153,"North Alexandraton, Italy",macOS,Chrome,TRUE,OTP,1,Mozilla/5.0 (compatible; Unknown/1.0)
92f20d1c-f59d-423b-aace-3f54d98e4732,U1016,29/03/2025 02:13,D6,21.166.20.236,"East Sheryl, Montenegro",Linux,Chrome,FALSE,password,0,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
c2a95dc4-0ad4-4612-ac70-eb2b923fcd30,U1042,13/03/2025 10:54,D45,203.188.0.16,"Alvaradotown, Pakistan",Windows,Chrome,TRUE,OTP,0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
16615db3-b85d-483f-9244-fc130852a9f9,U1082,19/03/2025 09:55,D50,195.112.31.179,"South Andremouth, Nauru",Android,Edge,FALSE,biometric,0,Mozilla/5.0 (compatible; Unknown/1.0)
93268925-4544-4d3d-a5bb-6d6fdca6bc6f,U1027,23/03/2025 07:11,D2,88.130.145.68,"New Tonybury, Tajikistan",macOS,Edge,TRUE,password,1,Mozilla/5.0 (compatible; Unknown/1.0)
9d44fac4-aa93-48ea-9fe0-1d7c157109ba,U1031,21/03/2025 05:25,D50,44.47.222.124,"North Kimberly, Bermuda",Windows,Chrome,FALSE,biometric,0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
23df13a4-00bf-4da0-ba0c-28bd05d8072a,U1068,14/03/2025 00:32,D10,175.212.248.38,"South Joel, Serbia",Linux,Firefox,FALSE,password,0,Mozilla/5.0 (compatible; Unknown/1.0)
8f46af19-654a-4cd3-ab31-c0adeacf1038,U1026,22/03/2025 10:52,D47,111.155.166.117,"North Kevin, Azerbaijan",macOS,Edge,TRUE,OTP,1,Mozilla/5.0 (compatible; Unknown/1.0)
bd25488f-e0d9-428d-871b-3ea0815891e4,U1012,29/03/2025 16:34,D22,162.191.206.29,"South Lisahaven, Philippines",Android,Chrome,TRUE,biometric,1,Mozilla/5.0 (compatible; Unknown/1.0)
f625257e-5c42-444f-b1ba-7f2dde0eda09,U1016,02/04/2025 21:35,D35,153.251.210.238,"West Austinstad, Taiwan",iOS,Chrome,FALSE,OTP,1,Mozilla/5.0 (compatible; Unknown/1.0)
c6e162b5-80e6-4c7d-a1d2-52f6bad07efa,U1005,27/03/2025 00:44,D42,189.62.244.37,"North Derrickhaven, Monaco",Android,Firefox,TRUE,biometric,1,Mozilla/5.0 (compatible; Unknown/1.0)
08d525e2-bdb7-465b-b1f0-ed7abc52a0a2,U1033,26/03/2025 18:50,D45,17.232.198.224,"Jamesview, Sweden",Windows,Safari,TRUE,password,0,Mozilla/5.0 (compatible; Unknown/1.0)
435b4fdb-1862-46ee-bdcc-4a6c18e76285,U1091,26/03/2025 17:56,D50,15.201.82.20,"Gibsonville, Martinique",Linux,Firefox,FALSE,password,1,Mozilla/5.0 (compatible; Unknown/1.0)
bf8f4516-e488-430a-ab25-1369ce3ce9eb,U1032,28/03/2025 05:16,D49,66.160.85.145,"Brownview, Iceland",Windows,Safari,TRUE,OTP,1,Mozilla/5.0 (compatible; Unknown/1.0)
91d0c24b-ce52-4382-9ce2-1d6c1eda94bb,U1054,24/03/2025 02:02,D10,91.186.120.50,"Webbstad, Armenia",Android,Firefox,TRUE,password,1,Mozilla/5.0 (compatible; Unknown/1.0)
9d31efca-6325-470d-a66f-072a56461fe2,U1063,17/03/2025 02:54,D41,161.6.9.83,"Lamberg, Congo",Android,Chrome,TRUE,OTP,0,Mozilla/5.0 (compatible; Unknown/1.0)
6b22626a-95e5-4691-bf4a-9d71f03cfc1e,U1004,13/03/2025 07:14,D21,86.170.191.172,"New Victorland, Taiwan",Android,Opera,TRUE,OTP,1,Mozilla/5.0 (compatible; Unknown/1.0)
f35cfb15-ac0c-4e9f-b87b-3d565005db28,U1093,27/03/2025 15:32,D8,21.219.161.77,"Donnachester, Armenia",Android,Safari,FALSE,OTP,1,Mozilla/5.0 (compatible; Unknown/1.0)
093e5c3c-4069-4c8a-b39f-57a62012541b,U1053,22/03/2025 01:42,D13,53.202.92.193,"East Patricia, Afghanistan",macOS,Safari,TRUE,biometric,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Safari/605.1.15"
d952da6b-dee5-4141-a6f1-2c34c807982c,U1072,14/03/2025 11:40,D17,116.200.231.153,"North Alexandraton, Italy",macOS,Chrome,TRUE,OTP,1,Mozilla/5.0 (compatible; Unknown/1.0)
f35cfb15-ac0c-4e9f-b87b-3d565005db28,U1093,27/03/2025 15:32,D8,21.219.161.77,"Donnachester, Armenia",Android,Safari,FALSE,OTP,1,Mozilla/5.0 (compatible; Unknown/1.0)
16150562-6582-4a7d-8826-4ab16d7d32c8,U1036,06/04/2025 03:03,D42,166.106.229.186,"Reyeston, Marshall Islands",macOS,Opera,TRUE,biometric,0,Mozilla/5.0 (compatible; Unknown/1.0)
b81d6b40-04f2-4302-8d18-00df9dd2db0a,U1009,17/03/2025 20:25,D12,145.232.153.60,"West Lisaland, South Africa",Android,Edge,FALSE,password,0,Mozilla/5.0 (compatible; Unknown/1.0)
0a6b9c4a-8e7e-4965-8e71-026ad9bb5ee1,U1049,12/03/2025 01:23,D29,172.84.203.228,"Lisaside, Bosnia and Herzegovina",iOS,Edge,FALSE,password,1,Mozilla/5.0 (compatible; Unknown/1.0)
9843474c-50f9-4ad1-97a8-8e737f5a1386,U1052,28/03/2025 16:39,D13,35.205.161.11,"East Laurenburgh, Christmas Island",Windows,Safari,TRUE,OTP,1,Mozilla/5.0 (compatible; Unknown/1.0)
d20f40e8-bbee-4b56-92f1-56a9936aea08,U1078,11/03/2025 18:33,D11,62.114.109.209,"Port Alyssaport, France",Linux,Chrome,TRUE,OTP,0,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
eaa453dc-d586-4917-90d8-7ad706c7cc5e,U1036,30/03/2025 16:56,D22,102.240.127.183,"Mcdonaldstad, Libyan Arab Jamahiriya",macOS,Firefox,TRUE,password,0,Mozilla/5.0 (compatible; Unknown/1.0)
51dfde55-9b22-44b7-a9af-6cee0abf152f,U1075,25/03/2025 04:16,D2,50.5.104.203,"East Manuelmouth, Uruguay",macOS,Opera,FALSE,biometric,1,Mozilla/5.0 (compatible; Unknown/1.0)
c95acac3-02d6-4dcb-bdcc-302132bf5c6e,U1075,07/04/2025 00:47,D40,187.217.242.27,"West Matthew, Wallis and Futuna",iOS,Chrome,TRUE,OTP,0,Mozilla/5.0 (compatible; Unknown/1.0)
dd3db3c2-26ad-416e-9030-4a18c3cbefaa,U1024,16/03/2025 13:27,D45,89.153.55.4,"Ashleyville, Greenland",Android,Firefox,FALSE,password,0,Mozilla/5.0 (compatible; Unknown/1.0)
7588da09-fb06-46e1-9c24-79061f73b61a,U1065,30/03/2025 10:06,D32,220.161.39.29,"Doylefort, Tajikistan",Linux,Opera,TRUE,OTP,0,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 OPR/85.0.4341.72"
6bfe80ea-62e6-400c-8214-c3a2c8b44744,U1011,07/04/2025 20:33,D3,39.166.23.73,"Matthewbury, Hong Kong",Linux,Opera,FALSE,password,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 OPR/85.0.4341.72"
4624fd80-a936-49f3-ab14-2e22abd29fd4,U1070,09/04/2025 07:52,D24,101.71.108.214,"Burtonstad, New Zealand",Linux,Chrome,TRUE,OTP,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
72a4d315-a825-47a1-b431-ee2d6004c028,U1040,20/03/2025 01:08,D6,179.220.216.145,"Davidshire, Slovakia (Slovak Republic)",macOS,Safari,FALSE,OTP,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Safari/605.1.15"
b3f31df1-ed41-4b36-aee8-a9dc0380b0bf,U1056,17/03/2025 09:20,D6,6.231.79.119,"Sheaton, Hong Kong",macOS,Opera,TRUE,password,0,Mozilla/5.0 (compatible; Unknown/1.0)
3b8fa722-f6e2-4d73-b57f-48840f9c6bbb,U1092,20/03/2025 11:20,D13,151.185.38.103,"Collinsfort, Bhutan",Android,Safari,FALSE,OTP,1,Mozilla/5.0 (compatible; Unknown/1.0)
ab8d1c31-b294-4f1c-88b9-4cf5694ec419,U1041,16/03/2025 13:40,D41,204.235.102.228,"Lake Kelseyfort, Malawi",Linux,Safari,FALSE,OTP,0,Mozilla/5.0 (compatible; Unknown/1.0)
6008a07a-e1fa-497b-a8ae-7b0c3ae36638,U1017,13/03/2025 22:28,D29,100.239.156.163,"Port Joseph, Somalia",iOS,Safari,TRUE,password,1,Mozilla/5.0 (compatible; Unknown/1.0)
b5ca22de-95f8-463c-a7fd-edc76a15be6f,U1035,14/03/2025 18:46,D30,45.8.111.67,"Port Louis, Congo",Windows,Safari,TRUE,biometric,1,Mozilla/5.0 (compatible; Unknown/1.0)
a1a21b91-ab38-4015-8f9c-8d2ce7ff018f,U1060,01/04/2025 17:52,D22,90.220.5.199,"Williamsmouth, Latvia",iOS,Edge,TRUE,biometric,1,Mozilla/5.0 (compatible; Unknown/1.0)
a0f3ed7f-5dd6-4aa7-9034-9ad01618d44a,U1050,03/04/2025 15:30,D7,147.116.129.231,"North Bradley, Bhutan",iOS,Safari,FALSE,OTP,1,Mozilla/5.0 (compatible; Unknown/1.0)
15e34958-0922-442a-a974-7d5fbb01cc99,U1015,26/03/2025 16:04,D47,79.70.58.189,"Amberville, Kazakhstan",Android,Chrome,FALSE,OTP,1,Mozilla/5.0 (compatible; Unknown/1.0)
6a22b327-8f26-4a82-997d-78626c4b924b,U1016,28/03/2025 09:13,D31,129.17.56.230,"Watsonmouth, Afghanistan",Android,Edge,TRUE,OTP,1,Mozilla/5.0 (compatible; Unknown/1.0)
ad88482f-5c13-46bc-8d9f-e2af5fcfaa42,U1020,22/03/2025 23:35,D44,2.219.76.89,"Port Olivia, Cayman Islands",macOS,Opera,TRUE,password,0,Mozilla/5.0 (compatible; Unknown/1.0)
5a38096f-7ee4-4833-bddc-9c1fba18f871,U1057,28/03/2025 12:45,D8,56.153.95.134,"Laneton, Zambia",macOS,Edge,TRUE,OTP,1,Mozilla/5.0 (compatible; Unknown/1.0)
b20c4751-46bd-4b30-9ff8-39a596fc2071,U1031,02/04/2025 00:07,D31,54.152.243.222,"Port Mariashire, Cayman Islands",Android,Firefox,TRUE,biometric,0,Mozilla/5.0 (compatible; Unknown/1.0)
e89783c8-84a5-4b44-99f6-46fe628fc8f5,U1049,16/03/2025 08:56,D15,78.53.63.18,"South Tracyhaven, Swaziland",Linux,Edge,FALSE,biometric,1,Mozilla/5.0 (compatible; Unknown/1.0)
4c99671f-b1f1-4b40-8114-573cfc8bdab6,U1028,21/03/2025 22:45,D49,49.255.121.213,"North Michael, Heard Island and McDonald Islands",iOS,Safari,TRUE,password,1,Mozilla/5.0 (compatible; Unknown/1.0)
22a626cf-9661-40da-9fff-419856f1f989,U1008,31/03/2025 22:35,D30,8.209.8.154,"Morganhaven, Liechtenstein",iOS,Safari,TRUE,biometric,1,Mozilla/5.0 (compatible; Unknown/1.0)
aba8acb1-5f38-42bd-9f86-f18e3bf64d49,U1078,22/03/2025 13:23,D26,185.13.69.219,"Bennettport, Nauru",Linux,Safari,TRUE,biometric,1,Mozilla/5.0 (compatible; Unknown/1.0)
b76f2680-f92a-45b4-83b7-7b38cec80e0a,U1053,29/03/2025 15:45,D49,79.190.193.174,"West Pamela, Peru",Linux,Edge,FALSE,biometric,1,Mozilla/5.0 (compatible; Unknown/1.0)
d5a74f5c-2cf7-4caf-a67e-632c2c4ea333,U1048,01/04/2025 03:24,D16,135.116.199.158,"Ramosbury, Samoa",Windows,Chrome,FALSE,password,0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
c6e162b5-80e6-4c7d-a1d2-52f6bad07efa,U1005,27/03/2025 00:44,D42,189.62.244.37,"North Derrickhaven, Monaco",Android,Firefox,TRUE,biometric,1,Mozilla/5.0 (compatible; Unknown/1.0)
407a1016-bbe3-490e-a658-734c5ff47d2a,U1042,21/03/2025 20:39,D28,133.251.127.52,"Lisatown, Poland",Linux,Firefox,FALSE,biometric,0,Mozilla/5.0 (compatible; Unknown/1.0)
31bc5797-035c-4191-8755-57ffc6893982,U1087,21/03/2025 03:08,D34,87.207.91.179,"Larryport, Moldova",macOS,Chrome,TRUE,password,1,Mozilla/5.0 (compatible; Unknown/1.0)
d76a1837-d599-442b-b634-aec792614d14,U1068,20/03/2025 00:24,D49,43.178.6.146,"New Scott, Belize",Linux,Safari,TRUE,OTP,1,Mozilla/5.0 (compatible; Unknown/1.0)
43e66afc-5e33-4c22-81e1-632f27889d01,U1085,05/04/2025 09:33,D41,33.14.184.219,"Port Tammyhaven, Trinidad and Tobago",Linux,Chrome,FALSE,password,0,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
c3eac26e-6468-4015-9fdc-912fc00e456c,U1036,05/04/2025 22:45,D23,4.92.204.178,"Monroeborough, Fiji",iOS,Edge,TRUE,biometric,0,Mozilla/5.0 (compatible; Unknown/1.0)
73ab8e19-984d-4b85-ae3c-793b63c3e6a7,U1009,29/03/2025 02:22,D10,171.57.252.233,"Crystalborough, Sri Lanka",iOS,Edge,FALSE,OTP,0,Mozilla/5.0 (compatible; Unknown/1.0)
24cd0afd-be03-49a1-b142-fbd32cdac112,U1054,28/03/2025 09:54,D39,59.253.219.171,"Mcclainville, Oman",Android,Firefox,TRUE,OTP,1,Mozilla/5.0 (compatible; Unknown/1.0)
ecaeed14-5b92-4611-89bc-ab75bdea3cb6,U1068,28/03/2025 17:26,D47,155.59.100.242,"Barnesmouth, Guadeloupe",iOS,Chrome,TRUE,password,1,Mozilla/5.0 (compatible; Unknown/1.0)
59b90d8f-9063-4a3d-afbc-a6f1d5ee19e8,U1080,27/03/2025 23:34,D9,214.173.29.116,"Kristieville, Norway",Linux,Opera,FALSE,biometric,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 OPR/85.0.4341.72"
d2719e5b-cd6b-4c46-92d3-23558d88abe6,U1061,28/03/2025 18:26,D13,105.202.53.179,"Samanthafort, Azerbaijan",Android,Chrome,FALSE,OTP,1,Mozilla/5.0 (compatible; Unknown/1.0)
2932fc3e-5514-4847-a77d-739db90fd128,U1071,05/04/2025 11:19,D39,161.170.40.127,"Hortonville, Venezuela",Android,Edge,TRUE,biometric,0,Mozilla/5.0 (compatible; Unknown/1.0)
13a28005-31d9-4ffc-a483-455bd4d655d6,U1048,28/03/2025 00:31,D19,15.80.78.211,"Hahnburgh, British Virgin Islands",iOS,Chrome,TRUE,password,0,Mozilla/5.0 (compatible; Unknown/1.0)
86a2a837-922a-4bcf-9069-176ccaa1c908,U1052,26/03/2025 05:53,D13,215.72.76.169,"North Ann, United States Minor Outlying Islands",Linux,Chrome,TRUE,password,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
4959d14b-d694-4e8f-a4c2-08f64335a063,U1047,29/03/2025 13:38,D49,59.27.156.118,"Port Terri, Luxembourg",macOS,Firefox,TRUE,OTP,1,Mozilla/5.0 (compatible; Unknown/1.0)
896a63de-9858-440a-88ad-5492b275d971,U1073,11/03/2025 06:18,D47,42.70.92.46,"Lake Josephville, Turkey",macOS,Chrome,TRUE,OTP,1,Mozilla/5.0 (compatible; Unknown/1.0)
35a6ebe4-ffcd-4057-9398-acab5b195869,U1007,23/03/2025 19:57,D27,78.184.86.29,"Rickybury, Sierra Leone",Android,Firefox,TRUE,OTP,1,Mozilla/5.0 (compatible; Unknown/1.0)
0286cdbf-e572-4bed-969c-8527aeee6395,U1017,03/04/2025 19:12,D17,158.72.100.30,"South James, Cayman Islands",iOS,Opera,FALSE,password,1,Mozilla/5.0 (compatible; Unknown/1.0)
82535f73-7982-4ff5-b080-dcf57c9b956d,U1013,30/03/2025 08:03,D41,136.30.229.143,"Sabrinamouth, Nauru",macOS,Edge,TRUE,biometric,0,Mozilla/5.0 (compatible; Unknown/1.0)
6917263a-00dd-4bad-9fe0-571c4f10b496,U1001,30/03/2025 04:45,D17,47.101.186.159,"North Miranda, Northern Mariana Islands",Linux,Safari,TRUE,password,1,Mozilla/5.0 (compatible; Unknown/1.0)
87706276-f3ce-4320-8c63-8c5e2415b5bd,U1029,01/04/2025 11:41,D9,30.127.90.247,"Port Mark, Mauritius",Windows,Chrome,FALSE,OTP,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
a65c9757-4be6-4e55-8725-fad80de37db0,U1022,24/03/2025 14:47,D30,100.193.65.140,"Nicholeside, Puerto Rico",Android,Opera,FALSE,OTP,0,Mozilla/5.0 (compatible; Unknown/1.0)
45c97260-65f3-489f-b652-f1607387ea97,U1015,01/04/2025 21:59,D29,119.77.245.85,"New Juan, Thailand",Windows,Firefox,TRUE,password,0,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:112.0) Gecko/20100101 Firefox/112.0
be938e3c-e1ad-4839-b7c6-2c7f36991cfa,U1071,08/04/2025 04:58,D28,86.243.162.194,"Port Bradleymouth, Mongolia",macOS,Opera,FALSE,OTP,0,Mozilla/5.0 (compatible; Unknown/1.0)
1abd4198-28c1-4b69-9776-e754c0b96f73,U1069,16/03/2025 16:27,D38,189.58.85.15,"Rossland, Latvia",Linux,Firefox,TRUE,password,0,Mozilla/5.0 (compatible; Unknown/1.0)
fe4a0a70-fc6e-42f7-9b1a-237455bce6f8,U1072,16/03/2025 21:36,D35,64.55.108.217,"North Kimberly, Barbados",Linux,Safari,FALSE,password,0,Mozilla/5.0 (compatible; Unknown/1.0)
9d2c7f97-a1d4-4527-bdda-f54c92a11924,U1005,07/04/2025 01:25,D27,5.72.197.239,"Gregorychester, Poland",iOS,Chrome,FALSE,OTP,1,Mozilla/5.0 (compatible; Unknown/1.0)
5e0cf0da-7218-4b0b-b05a-a12eb586d0be,U1038,03/04/2025 21:11,D19,107.171.39.222,"West Laurastad, New Caledonia",Windows,Edge,FALSE,biometric,0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 Edg/113.0.1774.35"
14b5741a-f99c-422b-8843-3d47756d8d0f,U1090,21/03/2025 10:06,D5,84.148.241.86,"Jenniferport, Belarus",macOS,Opera,TRUE,biometric,1,Mozilla/5.0 (compatible; Unknown/1.0)
2fe1bead-4bd5-44dd-a35a-3f6934efd1d1,U1100,06/04/2025 12:37,D30,42.141.184.108,"Lake Carlosport, France",iOS,Opera,FALSE,OTP,1,Mozilla/5.0 (compatible; Unknown/1.0)
eca3e7e1-f580-46a6-88ac-2310df2d94da,U1075,11/03/2025 04:56,D8,184.94.57.149,"East Bethany, Rwanda",Linux,Edge,FALSE,password,0,Mozilla/5.0 (compatible; Unknown/1.0)
42c81724-c57f-4b4b-9666-b8f4dec32fad,U1079,05/04/2025 06:58,D45,105.75.29.57,"South Shelleyburgh, Turkey",iOS,Opera,FALSE,biometric,1,Mozilla/5.0 (compatible; Unknown/1.0)
d2a78656-8c3d-4a10-a090-3f368a4dbc6b,U1051,25/03/2025 09:08,D25,196.124.101.12,"Garciatown, Malta",Android,Chrome,FALSE,biometric,1,Mozilla/5.0 (compatible; Unknown/1.0)
15670cc4-a20c-4903-ba7e-80673a331802,U1028,31/03/2025 19:12,D13,91.222.174.34,"Port Bryan, Wallis and Futuna",Android,Edge,TRUE,OTP,0,Mozilla/5.0 (compatible; Unknown/1.0)
aeb00507-3cc1-4fe8-92c7-3bea9452620e,U1040,21/03/2025 16:52,D2,82.67.93.56,"East Heatherburgh, Yemen",Linux,Edge,TRUE,OTP,0,Mozilla/5.0 (compatible; Unknown/1.0)
8b654bf5-8c35-430e-900f-4fff94ec6013,U1050,02/04/2025 23:26,D2,114.120.34.198,"Janetport, Djibouti",Linux,Safari,FALSE,biometric,0,Mozilla/5.0 (compatible; Unknown/1.0)
bbcb3c34-6752-4731-8ada-82089ece7f14,U1072,19/03/2025 18:27,D5,44.63.106.104,"Reginaside, Georgia",iOS,Safari,TRUE,biometric,1,Mozilla/5.0 (compatible; Unknown/1.0)
